transaction_id,award_id_piid,parent_award_id,generated_award_id,modification_number,action_date,fiscal_year,action_type_code,action_type_description,transaction_description,transaction_obligated_amount,recipient_name_raw,recipient_uei,recipient_duns,parent_recipient_name,parent_recipient_uei,parent_recipient_duns,recipient_location_city,recipient_location_state,recipient_location_country,awarding_agency,awarding_subagency,awarding_office,funding_agency,funding_subagency,award_type_code,award_type_description,psc_code,psc_description,naics_code,naics_description,period_of_performance_start,period_of_performance_current_end,place_of_performance_city,place_of_performance_state,place_of_performance_country,current_award_amount,potential_award_amount,extent_competed,extent_competed_description,contract_pricing_type,contract_pricing_type_description,set_aside_type,set_aside_type_description,number_of_offers_received,award_detail_available
311434310,NNN16R015T,NNN12AA01C,CONT_AWD_NNN16R015T_8000_NNN12AA01C_8000,2,2019-12-30,2020,K,K,"HIGH TEMPERATURE SUPERCONDUCTING NANOWIRE SINGLE PHOTON DETECTORS  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION NASA AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY-CONTRACTOR, A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER-FFRDC KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE-NMO CONTRACTING OFFICERS. NASA-SPONSORED WORK: JPLS PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE-SMD IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1. SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2. FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3. SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4. DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5. PERFORM PROJECT TASKS INVOLVING: I-AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, II-EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND-OR III-GROUND-BASED SYSTEMS. 6. BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7. JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASAS DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8. JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS-STEM DISCIPLINES. WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",0.0,CALIFORNIA INSTITUTE OF TECHNOLOGY,YC1YP79BFD19,95633152,CALIFORNIA INSTITUTE OF TECHNOLOGY,U2JMKHNS5TG4,9584210,PASADENA,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MANAGEMENT OFFICE -- JPL,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2016-03-08,2016-12-25,PASADENA,CA,UNITED STATES,425756.99,426998.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
311433558,NNN13D069T,NNN12AA01C,CONT_AWD_NNN13D069T_8000_NNN12AA01C_8000,3,2019-12-30,2020,K,K,"SYSTEMS ENGINEERING LEARDERSHIP DEVELOPMENT PROGRAM (SELDP)  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE (NMO) CONTRACTING OFFICERS. NASA   SPONSORED WORK: JPL S PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE (SMD) IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1) SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2) FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3) SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4) DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5) PERFORM PROJECT TASKS INVOLVING: (I) AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, (II) EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND/OR (III) GROUND-BASED SYSTEMS. 6) BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7) JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASA S DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8) JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) DISCIPLINES. WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",0.0,CALIFORNIA INSTITUTE OF TECHNOLOGY,YC1YP79BFD19,95633152,CALIFORNIA INSTITUTE OF TECHNOLOGY,U2JMKHNS5TG4,9584210,PASADENA,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MANAGEMENT OFFICE -- JPL,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2012-10-01,2016-09-30,PASADENA,CA,UNITED STATES,18174.04,916039.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
311434186,NNN15R001T,NNN12AA01C,CONT_AWD_NNN15R001T_8000_NNN12AA01C_8000,2,2019-12-30,2020,K,K,"INTEGRATION AND TESTING OF 340 GHZ IMAGING RADAR TRANSCEIVER ARRAY  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE (NMO) CONTRACTING OFFICERS.   NASA - SPONSORED WORK: JPL'S PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE (SMD) IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL:   1) SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2) FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3) SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4) DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5) PERFORM PROJECT TASKS INVOLVING: (I) AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, (II) EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND/OR (III) GROUND-BASED SYSTEMS. 6) BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7) JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASA S DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8) JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) DISCIPLINES.   WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",0.0,CALIFORNIA INSTITUTE OF TECHNOLOGY,YC1YP79BFD19,95633152,CALIFORNIA INSTITUTE OF TECHNOLOGY,U2JMKHNS5TG4,9584210,PASADENA,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MANAGEMENT OFFICE -- JPL,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2014-11-14,2016-02-14,PASADENA,CA,UNITED STATES,278800.05,300000.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
311352258,NND17SA60T,GS00P14BSD1137,CONT_AWD_NND17SA60T_8000_GS00P14BSD1137_4740,8,2019-12-30,2020,C,C,"THIS ORDER IS FOR UTILITY TRANSPORTATION SERVICE, NASA AFRC UNDER NEW GSA AREA WIDE CONTRACT: GS-OOP-14-BSD-1137",30000.0,PACIFIC GAS AND ELECTRIC COMPANY,J9EKLNMZXFM6,,PG&E CORPORATION,JJE8WV4BBBK5,,SAN FRANCISCO,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA ARMSTRONG FLIGHT RESEARCH CNTR,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,S111,UTILITIES- GAS,221122,ELECTRIC POWER DISTRIBUTION,2017-04-01,2022-03-31,EDWARDS,CA,UNITED STATES,150663.18,212098.0,B,NOT AVAILABLE FOR COMPETITION,J,FIRM FIXED PRICE,,,1.0,True
311375721,NNG14LN70D,NNG14LN70Z,CONT_AWD_NNG14LN70D_8000_NNG14LN70Z_8000,557,2019-12-30,2020,C,C,"SMALL BUSINESS SET-ASIDE, 60 OFFERS 52.223-15 FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER II THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER'S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS ""SPACEFLIGHT"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS ""NON-FLIGHT"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.",3950.0,T & M MACHINE SHOP INC,ZKSQXGMELDV4,623592941,T & M MACHINE SHOP INC,ZKSQXGMELDV4,623592941,BELTSVILLE,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),332710,MACHINE SHOPS,2014-08-25,2020-05-14,BELTSVILLE,MD,UNITED STATES,157866.0,157866.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,63.0,True
291830012,80NSSC20F0263,NNG15SD22B,CONT_AWD_80NSSC20F0263_8000_NNG15SD22B_8000,0,2019-12-30,2020,,,RSA TOKENS,14490.0,"FOUR POINTS TECHNOLOGY, L.L.C.",H1KHJPJH9R51,,"FOUR POINTS TECHNOLOGY, L.L.C.",H1KHJPJH9R51,,CHANTILLY,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-30,2022-12-30,CHANTILLY,VA,UNITED STATES,14490.0,14490.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,1.0,True
291830013,80NSSC20F0264,80NSSC17A0005,CONT_AWD_80NSSC20F0264_8000_80NSSC17A0005_8000,0,2019-12-30,2020,,,IDL MAINTENANCE RENEWAL,5144.25,"NV5 GEOSPATIAL SOLUTIONS, INC.",N2L8QZT89L97,,"L3HARRIS TECHNOLOGIES, INC",SJULQDJ8NZU7,,BROOMFIELD,CO,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,2019-12-30,2021-08-31,BROOMFIELD,CO,UNITED STATES,5144.25,5144.25,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
299992506,GSFC0200210DNAS502139,,CONT_AWD_GSFC0200210DNAS502139_8000_-NONE-_-NONE-,90,2019-12-30,2020,C,C,"SOLAR DYNAMICS OBSERVATORY PROJECT HELIOSEISMIC AND MAGNETIC IMAGER INVESTIGATION (HMI) PHASE B/C/D/E THE CONTRACTOR SHALL PROVIDE PERSONNEL, MATERIALS, EQUIPMENT, FACILITIES AND RESOURCES NECESSARY FOR DESIGN, ANALYSIS, DEVELOPMENT, FABRICATION, ASSEMBLY, INTEGRATION, TESTING, CALIBRATION, QUALIFICATION AND DELIVERY OF A FLIGHT INSTRUMENT FOR SPACECRAFT INTEGRATION. DURING SPACECRAFT INTEGRATION ACTIVITIES, THE CONTRACTOR SHALL SUPPORT INSTRUMENT INSTALLATION AND INTEGRATION, INTEGRATED SPACECRAFT TESTING AND FLIGHT QUALIFICATION, LAUNCH PROCESSING AND LAUNCH.  FOLLOWING LAUNCH, THE CONTRACTOR SHALL PROVIDE THE NECESSARY ENGINEERING AND SCIENCE RESOURCES TO PERFORM INITIAL ON-ORBIT CHECKOUT AND CHARACTERIZATION OF THE INSTRUMENT AND SHALL CONDUCT SCIENCE OPERATIONS FOR THE REMAINING DURATION OF THE MISSION.  THE PRINCIPAL HARDWARE DELIVERABLES OF THIS EFFORT ARE THE FLIGHT HARDWARE AND SOFTWARE CONSTITUTING THE FLIGHT INSTRUMENT PACKAGE AND THE NECESSARY SCIENCE PROCESSING AND SCIENCE OPERATIONS GROUND SYSTEMS AND SOFTWARE REQUIRED TO ANALYZE, PROCESS, DISTRIBUTE AND ARCHIVE THE SCIENCE MEASUREMENTS PERFORMED BY THE INSTRUMENT.",1300000.0,THE LELAND STANFORD JUNIOR UNIVERSITY,HJD6G4D6TJY5,,LELAND STANFORD JUNIOR UNIVERSITY,EHZJU5ZHP968,,STANFORD,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",2002-10-15,2027-09-30,STANFORD,CA,UNITED STATES,182819613.0,186336824.0,A,FULL AND OPEN COMPETITION,S,COST NO FEE,,,8.0,True
291829993,80NSSC20F0241,NNX15MF91Z,CONT_AWD_80NSSC20F0241_8000_NNX15MF91Z_8000,P00001,2019-12-30,2020,M,M,THE PURPOSE OF THIS MODIFICATION IS TO CORRECT THE PERIOD OF PERFORMANCE END DATE THAT WAS INCORRECTLY STATED ON THE SF1449.  THE PERIOD OF PERFORMANCE END DATE IS HEREBY CHANGED FROM 09/20/2019 TO 09/30/2019.,0.0,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",WUK9A5UR33S7,,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",WUK9A5UR33S7,,REDLANDS,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,511210,SOFTWARE PUBLISHERS,2019-12-20,2020-09-30,REDLANDS,CA,UNITED STATES,1199983.0,1199983.0,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291831536,80NSSC20P0372,,CONT_AWD_80NSSC20P0372_8000_-NONE-_-NONE-,0,2019-12-30,2020,,,REPLACEMENT OF MOTOR CONTROL CENTER IN THE O&C ALTITUDE CHAMBER,86645.43,"GRAYBAR ELECTRIC COMPANY, INC.",GBNFBDN19VY3,132356825,"GRAYBAR ELECTRIC COMPANY, INC.",WP8LRX9KNTC4,1903202,MELBOURNE,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,5999,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,335313,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,2019-12-30,2020-02-07,MELBOURNE,FL,UNITED STATES,86645.43,86645.43,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291812327,80KSC020F0025,80KSC019A0004,CONT_AWD_80KSC020F0025_8000_80KSC019A0004_8000,0,2019-12-30,2020,,,"HIGH-BAY 4 REMOVE AND INSTALL NEW LED'S, PCN: 99734.",56736.0,"CHROME ELECTRIC, LLC",F9YFDP7QVMT7,139310403,"CHROME ELECTRIC, LLC",F9YFDP7QVMT7,139310403,TITUSVILLE,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA KENNEDY SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2019-12-30,2020-03-16,ORLANDO,FL,UNITED STATES,56736.0,56736.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,7.0,True
291803506,80ARC019F0069,80ARC017C0002,CONT_AWD_80ARC019F0069_8000_80ARC017C0002_8000,P00007,2019-12-30,2020,C,C,PROFESSIONAL ADMINISTRATIVE SUPPORT SERVICE CONTRACT (APASS),77081.25,MIRACORP INC,XBLGJCBFM4X7,69354038,MIRACORP INC,XBLGJCBFM4X7,69354038,MESA,AZ,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,2019-09-18,2020-09-17,MOFFETT FIELD,CA,UNITED STATES,1049592.46,1049592.46,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,,True
